album,album_id,album_link,artist,rating,rev_date,reviewer,year
Sleep Forever,11227,http://www.pitchfork.com/reviews/albums/11227-sleep-forever/,The Big Sleep,5.3,"March 17, 2008",Adam Moerder,2008
Stainless Style,11267,http://www.pitchfork.com/reviews/albums/11267-stainless-style/,Neon Neon,7.7,"March 14, 2008",Marc Hogan,2008
Ego Trippin',11277,http://www.pitchfork.com/reviews/albums/11277-ego-trippin/,Snoop Dogg,6.6,"March 14, 2008",Tom Breihan,2008
The LK vs. the Snow,11225,http://www.pitchfork.com/reviews/albums/11225-the-lk-vs-the-snow/,The LK,7.9,"March 14, 2008",Joe Tangari,2008
Autumn Response,11249,http://www.pitchfork.com/reviews/albums/11249-autumn-response/,Richard Youngs,7.4,"March 14, 2008",Douglas Wolk,2008
City of Microphones,11226,http://www.pitchfork.com/reviews/albums/11226-city-of-microphones/,The Exit Strategy,5.9,"March 14, 2008",Jason Crock,2008
Return of the Giant Slits,11228,http://www.pitchfork.com/reviews/albums/11228-return-of-the-giant-slits/,The Slits,7.4,"March 13, 2008",David Raposa,2008
The 11th Hour,11237,http://www.pitchfork.com/reviews/albums/11237-the-11th-hour/,Del Tha Funkee Homosapien,6.8,"March 13, 2008",Nate Patrin,2008
Parc Avenue,11201,http://www.pitchfork.com/reviews/albums/11201-parc-avenue/,Plants and Animals,8,"March 13, 2008",Rebecca Raber,2008
Cove,11239,http://www.pitchfork.com/reviews/albums/11239-cove/,A Weather,7.9,"March 13, 2008",Rebecca Raber,2008
Grand Archives,11224,http://www.pitchfork.com/reviews/albums/11224-grand-archives/,Grand Archives,7.8,"March 13, 2008",Ian Cohen,2008
Strangers Almanac: Deluxe Edition,11258,http://www.pitchfork.com/reviews/albums/11258-strangers-almanac-deluxe-edition/,Whiskeytown,6.3,"March 12, 2008",Stephen M. Deusner,2008
Love Goes On: A Tribute to Grant McLennan,11221,http://www.pitchfork.com/reviews/albums/11221-love-goes-on-a-tribute-to-grant-mclennan/,Various Artists,7,"March 12, 2008",Stuart Berman,2008
Fool's Gold,11211,http://www.pitchfork.com/reviews/albums/11211-fools-gold/,Ssion,7.6,"March 12, 2008",Eric Harvey,2008
Hercules and Love Affair,11269,http://www.pitchfork.com/reviews/albums/11269-hercules-and-love-affair/,Hercules and Love Affair,9.1,"March 12, 2008",Philip Sherburne,2008
Come Into My House,11217,http://www.pitchfork.com/reviews/albums/11217-come-into-my-house/,No Kids,6.1,"March 12, 2008",Marc Hogan,2008
The Imagination Stage,11216,http://www.pitchfork.com/reviews/albums/11216-the-imagination-stage/,Eric Matthews,5.1,"March 11, 2008",Joe Tangari,2008
Alopecia,11254,http://www.pitchfork.com/reviews/albums/11254-alopecia/,WHY?,8.2,"March 11, 2008",Jason Crock,2008
Guitar Trio Is My Life!,11263,http://www.pitchfork.com/reviews/albums/11263-guitar-trio-is-my-life/,Rhys Chatham & His Guitar Trio All-Stars,8.7,"March 11, 2008",Grayson Currin,2008
Precambrian,11214,http://www.pitchfork.com/reviews/albums/11214-precambrian/,Ocean,8.3,"March 11, 2008",Cosmo Lee,2008
Basic Replay,11223,http://www.pitchfork.com/reviews/albums/11223-basic-replay/,Various Artists,7.3,"March 11, 2008",Mike Powell,2008
Lovers Prayers,11210,http://www.pitchfork.com/reviews/albums/11210-lovers-prayers/,Ida,6.4,"March 10, 2008",Liz Colville,2008
Volume One,11260,http://www.pitchfork.com/reviews/albums/11260-volume-one/,She & Him,7.4,"March 10, 2008",Grayson Currin,2008
The Hits,11265,http://www.pitchfork.com/reviews/albums/11265-the-hits/,Kelis,6,"March 10, 2008",Joshua Love,2008
14 kt God,11197,http://www.pitchfork.com/reviews/albums/11197-14-kt-god/,Panther,7.2,"March 10, 2008",Andrew Gaerig,2008
Longplay 2,11205,http://www.pitchfork.com/reviews/albums/11205-longplay-2/,Pacific UV,7.9,"March 10, 2008",Ian Cohen,2008
R.I.P.,11250,http://www.pitchfork.com/reviews/albums/11250-rip/,Rocket from the Crypt,7.6,"March 7, 2008",Stuart Berman,2008
Moonbeams,11198,http://www.pitchfork.com/reviews/albums/11198-moonbeams/,Throw Me the Statue,6.9,"March 7, 2008",Stephen M. Deusner,2008
Migration,11220,http://www.pitchfork.com/reviews/albums/11220-migration/,Sambassadeur,7,"March 7, 2008",Stephen M. Deusner,2008
Sea Lion,11219,http://www.pitchfork.com/reviews/albums/11219-sea-lion/,The Ruby Suns,8.3,"March 7, 2008",Andrew Gaerig,2008
Board Up the House,11213,http://www.pitchfork.com/reviews/albums/11213-board-up-the-house/,Genghis Tron,7,"March 7, 2008",Robbie Mackey,2008
Residue Hymns EP,11180,http://www.pitchfork.com/reviews/albums/11180-residue-hymns-ep/,Magic Weapon,5.8,"March 6, 2008",Eric Harvey,2008
Turning Dragon,11240,http://www.pitchfork.com/reviews/albums/11240-turning-dragon/,Clark,8.2,"March 6, 2008",Ryan Dombal,2008
"Some Racing, Some Stopping",11244,http://www.pitchfork.com/reviews/albums/11244-some-racing-some-stopping/,Headlights,6.8,"March 6, 2008",Marc Hogan,2008
Transparent Knives,11196,http://www.pitchfork.com/reviews/albums/11196-transparent-knives/,Promise and the Monster,7.7,"March 6, 2008",Amy Granzin,2008
What Doesn't Kill Us,11204,http://www.pitchfork.com/reviews/albums/11204-what-doesnt-kill-us/,What Made Milwaukee Famous,5.8,"March 6, 2008",Ian Cohen,2008
Little Happyness,11186,http://www.pitchfork.com/reviews/albums/11186-little-happyness/,The Aluminum Group,7.3,"March 5, 2008",Joe Tangari,2008
Quaristice,11245,http://www.pitchfork.com/reviews/albums/11245-quaristice/,Autechre,7.5,"March 5, 2008",Mark Richardson,2008
Robotique Majestique,11243,http://www.pitchfork.com/reviews/albums/11243-robotique-majestique/,Ghostland Observatory,1.5,"March 5, 2008",Eric Harvey,2008
War Without End,11199,http://www.pitchfork.com/reviews/albums/11199-war-without-end/,Warbringer,7.5,"March 5, 2008",D. Shawn Bosler,2008
Mirror/Messenger,11195,http://www.pitchfork.com/reviews/albums/11195-mirrormessenger/,Major Stars,6.3,"March 5, 2008",Aaron Leitko,2008
Afterparty Babies,11242,http://www.pitchfork.com/reviews/albums/11242-afterparty-babies/,Cadence Weapon,7,"March 4, 2008",Brian Howe,2008
Liquidate Paris!,11192,http://www.pitchfork.com/reviews/albums/11192-liquidate-paris/,Blood Meridian,5.8,"March 4, 2008",Evan McGarvey,2008
Nothing Is Underrated,11207,http://www.pitchfork.com/reviews/albums/11207-nothing-is-underrated/,Joe Lally,6.2,"March 4, 2008",Tom Breihan,2008
Saturnalia,11235,http://www.pitchfork.com/reviews/albums/11235-saturnalia/,The Gutter Twins,7.8,"March 4, 2008",Stephen M. Deusner,2008
MatinÌ©e,11190,http://www.pitchfork.com/reviews/albums/11190-matinee/,Jack PeÌ±ate,4.9,"March 4, 2008",Tom Ewing,2008
Another Sound Is Dying,11188,http://www.pitchfork.com/reviews/albums/11188-another-sound-is-dying/,Dub Trio,6.5,"March 3, 2008",Cosmo Lee,2008
Real Emotional Trash,11233,http://www.pitchfork.com/reviews/albums/11233-real-emotional-trash/,Stephen Malkmus and the Jicks,6.8,"March 3, 2008",Matt LeMay,2008
I Need You to Hold on While the Sky Is Falling,11234,http://www.pitchfork.com/reviews/albums/11234-i-need-you-to-hold-on-while-the-sky-is-falling/,Kelley Polar,8.4,"March 3, 2008",Mark Pytlik,2008
Belly,11134,http://www.pitchfork.com/reviews/albums/11134-belly/,Food for Animals,8.1,"March 3, 2008",Aaron Leitko,2008
At War With Walls & Mazes,11178,http://www.pitchfork.com/reviews/albums/11178-at-war-with-walls-mazes/,Son Lux,7,"March 3, 2008",Evan McGarvey,2008
Dusker,11172,http://www.pitchfork.com/reviews/albums/11172-dusker/,Kiln,5.9,"February 29, 2008",Brian Howe,2008
Sun Giant EP,11206,http://www.pitchfork.com/reviews/albums/11206-sun-giant-ep/,Fleet Foxes,8.7,"February 29, 2008",Stephen M. Deusner,2008
The Bees Made Honey in the Lion's Skull,11218,http://www.pitchfork.com/reviews/albums/11218-the-bees-made-honey-in-the-lions-skull/,Earth,7.7,"February 29, 2008",Zach Baron,2008
"What Did You Do During the War, Daddy?",11174,http://www.pitchfork.com/reviews/albums/11174-what-did-you-do-during-the-war-daddy/,The Jet Age,8,"February 29, 2008",Chris Dahlen,2008
We Have You Surrounded,11173,http://www.pitchfork.com/reviews/albums/11173-we-have-you-surrounded/,The Dirtbombs,7.1,"February 29, 2008",Jason Crock,2008
Ode to the Ghetto,11171,http://www.pitchfork.com/reviews/albums/11171-ode-to-the-ghetto/,Guilty Simpson,4.5,"February 28, 2008",Ian Cohen,2008
Naked Acid,11212,http://www.pitchfork.com/reviews/albums/11212-naked-acid/,Valet,7.7,"February 28, 2008",Grayson Currin,2008
XMMER,11175,http://www.pitchfork.com/reviews/albums/11175-xmmer/,His Name Is Alive,5.8,"February 28, 2008",Nitsuh Abebe,2008
"The Complete Motown Singles, Vol. 9: 1969",11203,http://www.pitchfork.com/reviews/albums/11203-the-complete-motown-singles-vol-9-1969/,Various Artists,9.4,"February 28, 2008",Joe Tangari,2008
12 Crass Songs,11170,http://www.pitchfork.com/reviews/albums/11170-12-crass-songs/,Jeffrey Lewis & the Jitters,2.3,"February 28, 2008",Douglas Wolk,2008
Some People Have Real Problems,11158,http://www.pitchfork.com/reviews/albums/11158-some-people-have-real-problems/,Sia,4.8,"February 27, 2008",Liz Colville,2008
From the Valley to the Stars,11187,http://www.pitchfork.com/reviews/albums/11187-from-the-valley-to-the-stars/,El Perro Del Mar,6.7,"February 27, 2008",Marc Hogan,2008
Red Yellow & Blue,11189,http://www.pitchfork.com/reviews/albums/11189-red-yellow-blue/,Born Ruffians,8,"February 27, 2008",Stuart Berman,2008
Kutiman,11159,http://www.pitchfork.com/reviews/albums/11159-kutiman/,Kutiman,8.2,"February 27, 2008",Joe Tangari,2008
Ghost Dance,11169,http://www.pitchfork.com/reviews/albums/11169-ghost-dance/,The Pine Hill Haints,7.5,"February 27, 2008",Andrew Gaerig,2008
The Last Post,11164,http://www.pitchfork.com/reviews/albums/11164-the-last-post/,Carbon/Silicon,5.7,"February 26, 2008",Stuart Berman,2008
Devotion,11208,http://www.pitchfork.com/reviews/albums/11208-devotion/,Beach House,8.5,"February 26, 2008",Brian Howe,2008
Safe & Sound,11209,http://www.pitchfork.com/reviews/albums/11209-safe-sound/,Justus KÌ_hncke,6,"February 26, 2008",Mark Pytlik,2008
David Thomas Broughton vs. 7 Hertz,11157,http://www.pitchfork.com/reviews/albums/11157-david-thomas-broughton-vs-7-hertz/,David Thomas Broughton / 7 Hertz,7.1,"February 26, 2008",Amy Granzin,2008
Glory Hope Mountain,11182,http://www.pitchfork.com/reviews/albums/11182-glory-hope-mountain/,The Acorn,6.9,"February 26, 2008",Eric Harvey,2008
Living Bridge,11194,http://www.pitchfork.com/reviews/albums/11194-living-bridge/,Various Artists,7.9,"February 25, 2008",Marc Masters,2008
Unfamiliar Faces,11154,http://www.pitchfork.com/reviews/albums/11154-unfamiliar-faces/,Matt Costa,5.4,"February 25, 2008",Ian Cohen,2008
Daxaar,11151,http://www.pitchfork.com/reviews/albums/11151-daxaar/,Steve Reid Ensemble,6.7,"February 25, 2008",Grayson Currin,2008
Seventh Tree,11128,http://www.pitchfork.com/reviews/albums/11128-seventh-tree/,Goldfrapp,4.6,"February 25, 2008",Nate Patrin,2008
The Sky Behind the Sea,11168,http://www.pitchfork.com/reviews/albums/11168-the-sky-behind-the-sea/,Mike Bones,4.8,"February 25, 2008",Andrew Gaerig,2008
Trinity Revisited,11162,http://www.pitchfork.com/reviews/albums/11162-trinity-revisited/,Cowboy Junkies,3.8,"February 22, 2008",Stephen M. Deusner,2008
Alegranza!,11200,http://www.pitchfork.com/reviews/albums/11200-alegranza/,El Guincho,8.3,"February 22, 2008",Tim Finney,2008
Colorloss Record EP,11176,http://www.pitchfork.com/reviews/albums/11176-colorloss-record-ep/,Belong,8.4,"February 22, 2008",Mark Richardson,2008
I Hate CDs! Norton 45s,11146,http://www.pitchfork.com/reviews/albums/11146-i-hate-cds-norton-45s/,Various Artists,7.9,"February 22, 2008",Joe Tangari,2008
In Her Gentle Jaws,11143,http://www.pitchfork.com/reviews/albums/11143-in-her-gentle-jaws/,The Depreciation Guild,7.3,"February 22, 2008",Adam Moerder,2008
Safe Inside the Day,11140,http://www.pitchfork.com/reviews/albums/11140-safe-inside-the-day/,Baby Dee,7.4,"February 21, 2008",Joshua Klein,2008
"Hold on Now, Youngster...",11179,http://www.pitchfork.com/reviews/albums/11179-hold-on-now-youngster/,Los Campesinos!,8.4,"February 21, 2008",Marc Hogan,2008
Ire Works,11156,http://www.pitchfork.com/reviews/albums/11156-ire-works/,The Dillinger Escape Plan,8,"February 21, 2008",Cosmo Lee,2008
Soundboy Punishments,11193,http://www.pitchfork.com/reviews/albums/11193-soundboy-punishments/,Various Artists,7.2,"February 21, 2008",Tim Finney,2008
Lies and Rhetoric,11139,http://www.pitchfork.com/reviews/albums/11139-lies-and-rhetoric/,Statehood,6.4,"February 21, 2008",Jason Crock,2008
Pillowface and His Airplane Chronicles,11167,http://www.pitchfork.com/reviews/albums/11167-pillowface-and-his-airplane-chronicles/,Steve Aoki,2.5,"February 20, 2008",David Raposa,2008
The Golden Age,11185,http://www.pitchfork.com/reviews/albums/11185-the-golden-age/,American Music Club,7.7,"February 20, 2008",Brian Howe,2008
Mission Control,11142,http://www.pitchfork.com/reviews/albums/11142-mission-control/,The Whigs,7,"February 20, 2008",Joshua Klein,2008
Lust Lust Lust,11184,http://www.pitchfork.com/reviews/albums/11184-lust-lust-lust/,The Raveonettes,7.4,"February 20, 2008",Stephen M. Deusner,2008
Songs From The Bigtop,11130,http://www.pitchfork.com/reviews/albums/11130-songs-from-the-bigtop/,Various Artists,6,"February 20, 2008",Joe Tangari,2008
In Field & Town,11138,http://www.pitchfork.com/reviews/albums/11138-in-field-town/,Hayden,5.1,"February 19, 2008",Robbie Mackey,2008
Let the Blind Lead Those Who Can See But Cannot Feel,11160,http://www.pitchfork.com/reviews/albums/11160-let-the-blind-lead-those-who-can-see-but-cannot-feel/,Atlas Sound,8.6,"February 19, 2008",Marc Hogan,2008
"The Best of the Johnny Cash TV Show, 1969-1971",11191,http://www.pitchfork.com/reviews/albums/11191-the-best-of-the-johnny-cash-tv-show-1969-1971/,Johnny Cash,7.5,"February 19, 2008",Amanda Petrusich,2008
Suuto Breakor,11133,http://www.pitchfork.com/reviews/albums/11133-suuto-breakor/,Afrirampo,7.5,"February 19, 2008",Mike Orme,2008
60 Watt Kid,11131,http://www.pitchfork.com/reviews/albums/11131-60-watt-kid/,60 Watt Kid,6.9,"February 19, 2008",Stuart Berman,2008
Jesus of Cool,11183,http://www.pitchfork.com/reviews/albums/11183-jesus-of-cool/,Nick Lowe,9.3,"February 18, 2008",Matt LeMay,2008
This Gift,11124,http://www.pitchfork.com/reviews/albums/11124-this-gift/,Sons and Daughters,7.7,"February 18, 2008",Joe Tangari,2008
District Line,11125,http://www.pitchfork.com/reviews/albums/11125-district-line/,Bob Mould,6.3,"February 18, 2008",Ben Westhoff,2008
Heretic Pride,11181,http://www.pitchfork.com/reviews/albums/11181-heretic-pride/,The Mountain Goats,8,"February 18, 2008",Zach Baron,2008
Circular Sounds,11137,http://www.pitchfork.com/reviews/albums/11137-circular-sounds/,Kelley Stoltz,6.7,"February 18, 2008",Ian Cohen,2008
Black Habit,11120,http://www.pitchfork.com/reviews/albums/11120-black-habit/,Rings,6.6,"February 15, 2008",Mike Powell,2008
Live the Storm,11155,http://www.pitchfork.com/reviews/albums/11155-live-the-storm/,Disfear,8.3,"February 15, 2008",Robbie Mackey,2008
Rivers Arms,11117,http://www.pitchfork.com/reviews/albums/11117-rivers-arms/,Balmorhea,7.8,"February 15, 2008",Grayson Currin,2008
Into Abaddon,11119,http://www.pitchfork.com/reviews/albums/11119-into-abaddon/,Saviours,7.6,"February 15, 2008",Zach Baron,2008
Thriller: 25th Anniversary Edition,11163,http://www.pitchfork.com/reviews/albums/11163-thriller-25th-anniversary-edition/,Michael Jackson,7.2,"February 15, 2008",Tom Ewing,2008
Catherine Avenue,11122,http://www.pitchfork.com/reviews/albums/11122-catherine-avenue/,Biirdie,6.2,"February 14, 2008",Stephen M. Deusner,2008
12 Great Remixes For 11 Great Artists 2001 - 2007,11658,http://www.pitchfork.com/reviews/albums/11658-12-great-remixes-for-11-great-artists-2001-2007fabric-38/,M.A.N.D.Y.,6.3,"February 14, 2008",Tim Finney,2008
03/07 - 09/07,11150,http://www.pitchfork.com/reviews/albums/11150-0307-0907/,High Places,8.3,"February 14, 2008",Mike Powell,2008
Coloured in Memory,11116,http://www.pitchfork.com/reviews/albums/11116-coloured-in-memory/,Fairmont,7.9,"February 14, 2008",Andy Battaglia,2008
Wayfaring Strangers: Guitar Soli,11118,http://www.pitchfork.com/reviews/albums/11118-wayfaring-strangers-guitar-soli/,Various Artists,7,"February 14, 2008",Andrew Gaerig,2008
"We Got It for Cheap, Vol. 3",11161,http://www.pitchfork.com/reviews/albums/11161-we-got-it-for-cheap-vol-3/,Re-Up Gang,7.6,"February 13, 2008",Ryan Dombal,2008
Falling Off the Lavender Bridge,11144,http://www.pitchfork.com/reviews/albums/11144-falling-off-the-lavender-bridge/,Lightspeed Champion,6.3,"February 13, 2008",Joshua Love,2008
Monstre Cosmic,11098,http://www.pitchfork.com/reviews/albums/11098-monstre-cosmic/,Monade,7.1,"February 13, 2008",Nate Patrin,2008
Les Ondes Silencieuses,11096,http://www.pitchfork.com/reviews/albums/11096-les-ondes-silencieuses/,Colleen,6.8,"February 13, 2008",Liz Colville,2008
The Company of Wolves,11114,http://www.pitchfork.com/reviews/albums/11114-the-company-of-wolves/,Hi-Fidel and DJ Crucial,7.5,"February 13, 2008",Ben Westhoff,2008
HLLLYH,11147,http://www.pitchfork.com/reviews/albums/11147-hlllyh/,The Mae Shi,8.1,"February 12, 2008",Jason Crock,2008
Ghetto Extraordinary,11087,http://www.pitchfork.com/reviews/albums/11087-ghetto-extraordinary/,Killer Mike,7.9,"February 12, 2008",Ian Cohen,2008
The Busy Signals,11090,http://www.pitchfork.com/reviews/albums/11090-the-busy-signals/,The Busy Signals,7.7,"February 12, 2008",Jason Crock,2008
Do You Like Rock Music?,11152,http://www.pitchfork.com/reviews/albums/11152-do-you-like-rock-music/,British Sea Power,8.2,"February 12, 2008",Stephen M. Deusner,2008
Flowers Forever,11105,http://www.pitchfork.com/reviews/albums/11105-flowers-forever/,Flowers Forever,6.5,"February 12, 2008",Rebecca Raber,2008
Greatest,11153,http://www.pitchfork.com/reviews/albums/11153-greatest/,Bee Gees,8.8,"February 11, 2008",Mark Richardson,2008
Wai Notes,11656,http://www.pitchfork.com/reviews/albums/11656-wai-notes-wilding-in-the-west/,Will Oldham / Dawn McCarthy,6.2,"February 11, 2008",Andrew Gaerig,2008
Kontpab,11108,http://www.pitchfork.com/reviews/albums/11108-kontpab/,Mahjongg,7.9,"February 11, 2008",Jason Crock,2008
Yea Big & Kid Static,11097,http://www.pitchfork.com/reviews/albums/11097-yea-big-kid-static/,Yea Big + Kid Static,6.5,"February 11, 2008",Ian Cohen,2008
Human Bell,11072,http://www.pitchfork.com/reviews/albums/11072-human-bell/,Human Bell,5.5,"February 11, 2008",Grayson Currin,2008
Reunion Tour,11103,http://www.pitchfork.com/reviews/albums/11103-reunion-tour/,The Weakerthans,5.9,"February 8, 2008",Marc Hogan,2008
Here's to Being Here,11141,http://www.pitchfork.com/reviews/albums/11141-heres-to-being-here/,Jason Collett,7.4,"February 8, 2008",Brian Howe,2008
Defective Epitaph,11652,http://www.pitchfork.com/reviews/albums/11652-defective-epitaph-a-gate-through-bloodstained-mirrors/,Xasthur,6.9,"February 8, 2008",Brandon Stosuy,2008
All Is Well,11145,http://www.pitchfork.com/reviews/albums/11145-all-is-well/,Samamidon,7.8,"February 8, 2008",Stephen M. Deusner,2008
Make It Stop! The Most of Ross Johnson,11093,http://www.pitchfork.com/reviews/albums/11093-make-it-stop-the-most-of-ross-johnson/,Ross Johnson,8.3,"February 8, 2008",Stephen M. Deusner,2008
